ID,edf,ref.df,pval,r2,padj,symbol,chr,start.true,end.true
ENSMUSG00000001700,1.0000000013766075,1.0000000027532143,0.1589405924738705,0.0595851353868857,0.3010238493823305,Gramd3,18,56432131.99999999,56503792
ENSMUSG00000001707,5.7747687963312595,6.964445938569881,0.43891494462017194,0.06471091406349816,0.5634338185111322,Eef1e1,13,38645697.99999999,38659028
ENSMUSG00000001729,1.0000000009939582,1.000000001969228,0.14303327535304533,0.05990842554023401,0.28606655070609066,Akt1,12,112653821,112674883.99999999
ENSMUSG00000001741,1.1911025681105525,1.3594505609836172,0.23939038537639146,0.05963368418529358,0.38925265914860396,Il16,7,83642848,83745725.99999999
ENSMUSG00000001750,1.000000000410142,1.0000000008202878,0.06805034741389382,0.06228712830772354,0.16557262144499713,Tcirg1,19,3896050,3907133
ENSMUSG00000001751,2.9141982646621702,3.6695809807365922,0.2841107041276041,0.06446125988834461,0.4377668784708846,Naglu,11,101070011.99999999,101077672
ENSMUSG00000001755,1.0000000006161534,1.0000000012537231,0.10081181533679617,0.06100901168974626,0.2210785424052548,Coasy,11,101082565,101086619
ENSMUSG00000001761,1.0000000004681409,1.0000000009385592,0.10797858583343156,0.06078986766513472,0.23198610980738915,Smo,6,29735502.999999996,29761364.999999996
ENSMUSG00000001763,1.8213062475766741,2.3159721093339414,1.5612106078616295e-4,0.0935984934473465,0.002366721448827725,Tspan33,6,29694222,29718559
ENSMUSG00000001767,2.0458087750506717,2.617967266099917,0.009220222599459982,0.07809258052340462,0.04172046425095014,Crnkl1,2,145917479,145935014
ENSMUSG00000001768,1.0000000027685996,1.00000000553666,0.9168644888006849,0.05560713443616483,0.9432762230459721,Rin2,2,145784734,145887615.99999997
ENSMUSG00000001774,1.0000000008354235,1.000000001670848,0.01720165616370839,0.06698143175430782,0.06370983764336441,Chordc1,9,18292267,18314000
ENSMUSG00000001783,1.4261629714667705,1.7479051422565195,0.5720111881823722,0.05798527363705097,0.6705875594166145,Rtcb,10,85938637,85957822.99999999
ENSMUSG00000001785,1.0000000016762634,1.0000000033525274,0.0030525458019536877,0.07314785682482927,0.018842875320701776,Pwp1,10,85871831,85889096
ENSMUSG00000001786,1.8341736023728283,2.3333793961574862,0.6203693157316784,0.05862305729281703,0.7093809960188472,Fbxo7,10,86021971.99999999,86051873
ENSMUSG00000001794,1.0000000003020302,1.0000000006040628,9.817709963394483e-5,0.08576038766369487,0.0016700784804111906,Capns1,7,30186942,30195164
ENSMUSG00000001802,1.0000000003776253,1.0000000007542236,0.08283828627015433,0.0616428146394471,0.19400067042190708,Lrp3,7,35200027,35215370
ENSMUSG00000001829,1.0000000005950227,1.0000000011900476,0.8930576104359257,0.05562163271654352,0.9235342403680721,Clpb,7,101663632.99999999,101790168
ENSMUSG00000001833,1.0000000006552956,1.0000000013911934,0.01003005225320619,0.06888316958207719,0.04425471865845683,Sept7,9,25252439,25308571
ENSMUSG00000001844,1.5744005313524934,1.9863147163950907,0.5943992828078226,0.057933118031367026,0.687166800933899,Zdhhc4,5,143316489,143329256
ENSMUSG00000001847,1.000000000360963,1.0000000007217122,0.6395116580729899,0.05602819932399361,0.7218806201570637,Rac1,5,143503634,143528036
ENSMUSG00000001855,1.4477969214360875,1.7914403979233653,0.16866696764090444,0.06267076371986113,0.3149372434018943,Nup214,2,31974435.999999996,32053975
ENSMUSG00000001870,8.587553943743501,8.950501812614364,0.0057779966251236825,0.0921738565305017,0.0297834877583695,Ltbp1,17,75005568,75392512
ENSMUSG00000001891,1.0000000006189755,1.000000001237955,0.030766881870600837,0.06496402109902333,0.09536220548112415,Ugp2,11,21321137.999999996,21371201
ENSMUSG00000001909,1.0000000003282354,1.0000000006562717,0.3822976774904304,0.05712583532159121,0.5194261922424327,Trmt1,8,84686307,84699807.99999999
ENSMUSG00000001910,1.000000000425992,1.000000000851989,0.37766583109002555,0.05715605890545039,0.5183168661473259,Nacc1,8,84670482.99999999,84687862
ENSMUSG00000001911,2.1945215599862284,2.8156599025285787,1.7027483038389857e-5,0.10668778708029392,3.869882508724967e-4,Nfix,8,84699875.99999999,84800344
ENSMUSG00000001924,1.8064685231933335,2.3049218398647975,0.013556796871829813,0.07475893784205889,0.05379681298345164,Uba1,X,20658326,20683179
ENSMUSG00000001930,4.8473772625522145,5.969851022019347,2.121447322536163e-4,0.10499145455094705,0.002906092222652278,Vwf,6,125546774,125686679
ENSMUSG00000001942,4.996399825228059,6.133464588926436,0.0026942542887610776,0.09470658312982583,0.017160855342427245,Siae,9,37613847,37648317.99999999
ENSMUSG00000001946,1.0000000005829295,1.0000000011658634,0.03367645288810578,0.06465422736583937,0.10267211246373713,Esam,9,37528078,37538319
ENSMUSG00000001962,1.7466271205180153,2.2047513217367594,0.20644714946403597,0.06287139012959908,0.35655811651819685,Fam50a,X,74313032.99999999,74320149
ENSMUSG00000001964,1.000000000673858,1.000000001346834,0.11794348974949287,0.06051029456668555,0.2477804406501951,Emd,X,74254686.99999999,74261547.99999999
ENSMUSG00000001983,1.000000000303367,1.0000000006074732,0.04302626768784612,0.06382018071711604,0.12086030249394979,Taco1,11,106066060.99999999,106073612
ENSMUSG00000001995,3.3075581990941636,4.172980519089602,0.05960501055862777,0.0742167747374709,0.15210512857745215,Sipa1l2,8,125418062.99999999,125492709.99999999
ENSMUSG00000001998,1.0001757407764453,1.000351462525357,5.337154235778852e-4,0.0795105845254852,0.005324953420496738,Ap4e1,2,127008716.99999999,127067909
ENSMUSG00000001999,1.000000000354826,1.0000000007096572,0.6465420576958114,0.05600983699827011,0.7289087459930229,Blvra,2,127070664.99999999,127097084
ENSMUSG00000002010,1.0000000003641583,1.0000000007278937,0.582063584441461,0.056196845142138185,0.677606035438255,Idh3g,X,73778962.99999999,73786897
ENSMUSG00000002014,3.9743178512279984,4.987775199860886,0.15813579856819332,0.06965817301247557,0.3010238493823305,Ssr4,X,73787027.99999999,73790830
ENSMUSG00000002015,4.958788494451667,6.093049645242751,0.6507687030316823,0.06139889697715861,0.7312007899232387,Bcap31,X,73686178,73716175
ENSMUSG00000002017,3.0644081164414425,3.8529887996721865,0.0194847228740751,0.07817325929606811,0.07034195983420613,Fam98a,17,75537086,75551946
ENSMUSG00000002028,4.968505189112267,6.127443981721789,4.040061063984024e-4,0.10197010952276198,0.0044396275428395865,Kmt2a,9,44803354.99999999,44881296
ENSMUSG00000002031,1.1996889371285118,1.3759215827112345,0.0472022346779335,0.065756505107055,0.13003370434692424,Ift46,9,44767908,44792714
ENSMUSG00000002032,4.375310082346802,5.419921105009916,0.22528006426215164,0.06789986569322293,0.37580103183728114,Tmem25,9,44793776,44799307
ENSMUSG00000002043,1.0000000005948402,1.0000000011874997,0.049672057377265766,0.06333569919984361,0.13452141816586535,Trappc6a,7,19508670,19516144.999999996
ENSMUSG00000002052,1.037812277890558,1.0747204923251912,0.0011052235866896298,0.07776204471074444,0.008841788693517039,Supt6,11,78206746,78245987
ENSMUSG00000002058,2.254373856051691,2.814390804719353,4.841323665960573e-6,0.11254082496257789,1.5552511932991064e-4,Unc119,11,78343482,78349164
ENSMUSG00000002059,1.000000002022206,1.0000000040648485,0.003844180013403531,0.07231524902265973,0.022612823608256064,Rab34,11,78188430,78192193
ENSMUSG00000002064,1.0000000004266167,1.0000000008752654,0.6395862294591583,0.05602800207491265,0.7218806201570637,Sdf2,11,78245746,78255496
ENSMUSG00000002083,2.7578710473852786,3.498840027301746,0.5245757392995324,0.061076249492306056,0.6397265113408931,Bbc3,7,16309615.999999998,16318204.999999998
ENSMUSG00000002102,1.6296604262509584,2.0529147983033895,0.3313358588133282,0.0605526565319322,0.4753742594165398,Psmc3,2,91054009,91066369
ENSMUSG00000002103,6.635157625399369,7.796718801516598,0.00520497563752087,0.09341250065451956,0.027983739986671342,Acp2,2,91202885,91214098
ENSMUSG00000002105,1.0000000003628982,1.0000000006596368,0.8506357530576343,0.05565675386535596,0.8930586445304541,Slc39a13,2,91061791,91070416.99999999
ENSMUSG00000002107,5.824481784641051,6.991484804308258,0.0023385284104711634,0.09575784031043755,0.015800867638318672,Celf2,2,6539694,7509563
ENSMUSG00000002108,1.000000000942822,1.000000001821188,0.5274276104805573,0.056391510373390186,0.6416394288084639,Nr1h3,2,91184061,91202834
ENSMUSG00000002109,1.6652187405154604,2.1194046198348278,0.5707511551842994,0.058375503766251,0.6701180931295516,Ddb2,2,91211571.99999999,91236982
ENSMUSG00000002111,1.0000000142214445,1.0000000284571273,0.0022462208756558466,0.07425898448644475,0.0152804141201078,Spi1,2,91082389.99999999,91115755.99999999
ENSMUSG00000002129,1.086616255341811,1.168541640228426,0.044122612789944116,0.06475126830737254,0.12222330412726903,Sf3a1,11,4160350,4182540.9999999995
ENSMUSG00000002147,1.0000000005776444,1.0000000011552823,0.0103418658323563,0.06877459027217614,0.04516098616749477,Stat6,10,127642986,127660957
ENSMUSG00000002205,1.0000000026209421,1.0000000052418825,0.47610338238849637,0.05661034215242511,0.5951292279856204,Vrk3,7,44748413,44777515
ENSMUSG00000002210,4.463510514159418,5.531681283677656,0.43689078419999533,0.06365338159086653,0.5632618624562938,Smg9,7,24399618.999999996,24422777.999999996
ENSMUSG00000002221,2.10496731913935,2.697663301249323,4.689483521622684e-4,0.09151835177493739,0.004834519094456376,Paxip1,5,27740080,27791691
ENSMUSG00000002222,2.2872675061304726,2.955931848142417,0.4225877943584991,0.06107701190564718,0.5531253852859935,Rmnd5a,6,71388634,71440637
ENSMUSG00000002227,1.0000000005590917,1.0000000009610317,0.24295186529682533,0.05833533198821461,0.393125995625931,Mov10,3,104794835.99999999,104818563
ENSMUSG00000002233,1.0140269014497079,1.0279222447969725,0.012851577725777386,0.06823517401496992,0.05214332983959041,Rhoc,3,104788375,104794458.99999999
ENSMUSG00000002249,4.4671487289130605,5.55279717238291,0.08922397948822858,0.07478655233304699,0.2027817715641559,Tead3,17,28331671,28350804.999999996
ENSMUSG00000002250,1.0000000004152523,1.0000000007815317,0.37997867038685135,0.0571409023157764,0.5192691914697407,Ppard,17,28232754,28301468.999999996
ENSMUSG00000002265,1.0000000005289942,1.0000000010605616,0.36731945420728535,0.05722548715614939,0.5094583276106593,Peg3,7,6703892,6730421
ENSMUSG00000002274,1.9790959975347,2.5159801161550104,4.836682938680337e-5,0.10029026317690493,9.483692036628112e-4,Metrn,17,25794570.999999996,25797136
ENSMUSG00000002279,1.0000000004487402,1.0000000010161332,0.16089924424004343,0.059547875660063365,0.30244218842113424,Lmf1,17,25579174,25662826
ENSMUSG00000002280,1.000000001168942,1.000000002305749,0.6394067704876792,0.05602847685619228,0.7218806201570637,Narfl,17,25773775.999999996,25783331.999999996
ENSMUSG00000002289,1.8149058089717964,2.3088063220586172,0.49175756060775494,0.059534194664136675,0.6108789572767142,Angptl4,17,33773750,33781575
ENSMUSG00000002297,1.0000000013022357,1.0000000025759324,0.29898154183026093,0.05776179481051191,0.4489212339793707,Dbf4,5,8396973,8422716
ENSMUSG00000002307,1.000000000310766,1.0000000006487249,0.30455535682270496,0.05771223157721128,0.4552396962970179,Daxx,17,33909414,33915589
ENSMUSG00000002308,1.0000000009337644,1.0000000018675284,0.5259660766833197,0.05639723003869879,0.6406407754973444,Cd320,17,33843091,33849774
ENSMUSG00000002319,1.0000000003793266,1.0000000006707923,0.6023839937771789,0.056133259570556704,0.693192167752795,Ipo4,14,55625400,55637895
ENSMUSG00000002320,1.619194452979525,2.0383910834635217,0.04382283314298935,0.06854019164631708,0.12198967172444393,Tm9sf1,14,55635965,55643806
ENSMUSG00000002325,1.000000000543247,1.0000000010865,0.17775508319362843,0.05924716387222939,0.3255832208074092,Irf9,14,55603570.99999999,55610029.99999999
ENSMUSG00000002326,1.0000000013849994,1.0000000027699993,0.5528404643014883,0.05629645421831664,0.6612924214132635,Gmpr2,14,55672235,55678750
ENSMUSG00000002329,1.9667377698767712,2.511145125604453,0.21634212629862437,0.06384971820775676,0.3654427809098385,Mdp1,14,55657878.99999999,55660508
ENSMUSG00000002332,1.543362594440346,1.9342908523167295,0.23491903589906676,0.06165288320175144,0.3838546338220045,Dhrs1,14,55739020,55745689.99999999
ENSMUSG00000002342,3.245172298344936,4.081940397781491,0.2359095343790265,0.06567068333044035,0.38484426489237605,Tmem161a,8,70172356,70183681
ENSMUSG00000002343,1.0000000012500752,1.000000002487503,0.04158139301522212,0.06393590555749917,0.1181289574296083,Armc6,8,70220171.99999999,70234466
ENSMUSG00000002345,1.000000000561672,1.000000001123344,0.3808708454439629,0.05713509036814346,0.5192691914697407,2310045N01Rik,8,70139499,70167487.99999999
ENSMUSG00000002346,3.6679176677288026,4.617479115136854,0.09863911532334202,0.0723769527338981,0.21774639144225613,Slc25a42,8,70184339.99999999,70212305
ENSMUSG00000002365,1.0000000003679899,1.000000000670245,0.282413858896759,0.05791638090332374,0.4377668784708846,Snx9,17,5841328,5931032.999999999
ENSMUSG00000002372,1.0000000016294757,1.000000003258951,0.05298122510505776,0.0631193234539531,0.14016197117740148,Ranbp3,17,56673224.99999999,56711769
ENSMUSG00000002379,1.5516949748982432,1.931217878025601,0.5516526231649421,0.058242648262779695,0.6606618241496313,Ndufa11,17,56717762,56724247.99999999
ENSMUSG00000002393,1.8271412654578307,2.3519967155445425,0.16912129970681722,0.06420268470100199,0.3149372434018943,Nr2f6,8,71374123,71381959.99999999
ENSMUSG00000002395,1.536499310328656,1.9152815965517342,0.4222304139889746,0.059269633025959445,0.5531253852859935,Use1,8,71366847.99999999,71369732
ENSMUSG00000002396,1.0000000048618192,1.0000000097235469,0.23277962422180287,0.0584570088129166,0.3822325520883463,Ocel1,8,71371298,71379361
ENSMUSG00000002409,1.0000000004094736,1.0000000008189498,0.21501031395247416,0.058685709948091636,0.36535046790536796,Dyrk1b,7,28179468.999999996,28187293.999999996
ENSMUSG00000002413,4.226608340948298,5.294069038091421,3.8498042307277824e-4,0.10009765691081951,0.004413779755054773,Braf,6,39603237,39725463
ENSMUSG00000002416,4.175710634539939,5.173111166669042,0.23094243437919926,0.06830792484681769,0.3798395302289461,Ndufb2,6,39592574,39603382
ENSMUSG00000002428,1.0000000003136487,1.0000000006741587,0.07873644667640478,0.06180834517637779,0.18613817181183162,Hltf,3,20057810.999999996,20118489.999999996
ENSMUSG00000002455,1.000000000828131,1.0000000016724488,0.0021030926687887197,0.07449819778035938,0.014404744306772053,Prpf6,2,181591868,181655659.99999997
ENSMUSG00000002458,1.0004134766256547,1.0008268422292843,4.034985812838565e-4,0.08054450799885748,0.0044396275428395865,Rgs19,2,181688418.99999997,181693977
ENSMUSG00000002475,1.0000000011316823,1.0000000022652176,0.04672125158662421,0.0635418479796731,0.12906423090227684,Abhd3,18,10644411,10706771
ENSMUSG00000002477,1.2327771754260823,1.4318476530759736,0.435299888157065,0.05817820923615902,0.5628191951223311,Snrpd1,18,10617796,10628230
ENSMUSG00000002486,4.145201419039666,5.15329383720313,0.3151272400668929,0.06614824355768711,0.4647894396266857,Tchp,5,114707760,114722327
ENSMUSG00000002496,1.0000000004434946,1.0000000008912313,0.09551718272314402,0.061182107335020275,0.21410969388768605,Tsc2,17,24595937,24632628.999999996
ENSMUSG00000002504,1.0000000003827274,1.000000000868645,0.6889832984032755,0.055908669441737335,0.7655369982258617,Slc9a3r2,17,24639281.999999996,24650305
ENSMUSG00000002524,1.5442656993226516,1.929422328625232,0.2468766220355087,0.061449772730787444,0.39563561223639215,Puf60,15,76070184,76080946
ENSMUSG00000002546,1.0000000004217227,1.0000000008434475,0.024404451734221788,0.06576317017191191,0.08244747207507361,Golga2,2,32287383.999999996,32307921
ENSMUSG00000002550,1.8104362788231487,2.3108026552415395,0.015530135295178493,0.07423303029559714,0.058826270057494294,Uck1,2,32255001.999999996,32260159
ENSMUSG00000002580,1.3512970253223024,1.627744155069604,0.5498197466807422,0.05792188436504264,0.6592562909841034,Mien1,11,98437708,98438991
ENSMUSG00000002588,1.0281630218193847,1.0558019104019858,0,0.1201087180630207,0,Pon1,6,5168089.999999999,5193945.999999999
ENSMUSG00000002602,1.9153474682173,2.433270537601008,0.006553630280043077,0.07867363731768284,0.03260512577135859,Axl,7,25757272.999999996,25788705
ENSMUSG00000002603,1.0000000003816745,1.0000000007280974,2.427114459170321e-4,0.08240633510630135,0.0031520967002211958,Tgfb1,7,25687002,25705077
ENSMUSG00000002608,1.0000000005293075,1.0000000010600747,0.04837690985895221,0.06342454985165558,0.13181719307616405,Ccdc97,7,25711105.999999996,25719088
ENSMUSG00000002617,1.0000000003817018,1.0000000007348242,0.767308273219798,0.055761980538914235,0.8259507784927858,Zfp40,17,23173869,23193251.999999996
ENSMUSG00000002625,1.0000000005292173,1.0000000010584373,0.008186421765529195,0.06960522482047382,0.03843390500248448,Akap8l,17,32321424.999999996,32350581
ENSMUSG00000002635,1.7192860646446535,2.1767582203709153,0.02665176725205659,0.0713058205062389,0.0879596278945762,Pdcd2l,7,34184498.99999999,34196661
ENSMUSG00000002658,1.0000000005690708,1.0000000009915722,0.009016950768099552,0.06926133205893303,0.041362159486695194,Gtf2f1,17,57003405,57011288
ENSMUSG00000002660,1.4630112093778138,1.8054209948133089,0.3179744743113079,0.06026855479764692,0.46594929288940234,Clpp,17,56990263.99999999,56996371
ENSMUSG00000002661,1.830652570001811,2.321039925045525,0.02643402184401228,0.072012918945348,0.08782067057811388,Alkbh7,17,56997339,56999322
ENSMUSG00000002668,1.9241584981650153,2.459856598777568,0.33401311851288273,0.06170007584702375,0.47784423249339447,Dennd1c,17,57066055.99999999,57078509.99999999
ENSMUSG00000002679,1.000000000398058,1.0000000008167855,0.22381400747167768,0.058569688558603006,0.3742709155044777,Med6,12,81573557,81595008
ENSMUSG00000002699,1.5221613950428423,1.8832648186166088,0.15678495964939837,0.06312856678403955,0.29920793826221065,Lcp2,11,34046920,34092295
ENSMUSG00000002718,1.8053154580007136,2.302780250000914,0.014363912941911194,0.07452028066950722,0.055674081170198425,Cse1l,2,166906040,166946388.99999997
ENSMUSG00000002728,1.6875945460976138,2.1298488637671986,0.560496343706946,0.05848928443086432,0.6674608475953524,Naa20,2,145902099,145916425
ENSMUSG00000002731,1.0000000015172013,1.0000000030344027,0.1959890485813765,0.058956784187578326,0.34514418066929187,Prkra,2,76629898,76648015
ENSMUSG00000002732,1.0000000005155978,1.0000000010311954,0.1695350427395339,0.05938953662347457,0.315120897285379,Fkbp7,2,76663044,76673116
ENSMUSG00000002733,1.0854484112679008,1.1666951812773871,0.2291108728567014,0.05910535255593696,0.3786956576143825,Plekha3,2,76675281,76696828
ENSMUSG00000002741,1.000000010320843,1.0000000206417166,0.14362005015324392,0.059895794106239686,0.28607093080208595,Ykt6,11,5955693,5967779.999999999
ENSMUSG00000002748,3.2928774823845077,4.144927946249223,0.2663243829962723,0.06597065619684794,0.4207336224269705,Baz1b,5,135187264,135246129
ENSMUSG00000002763,1.0000000006598384,1.0000000013196755,0.6201132851723234,0.05608135687292248,0.7093809960188472,Pex6,17,46711462.99999999,46725541
ENSMUSG00000002767,1.7006544444886091,2.158371432364087,0.5398819652134195,0.058708371274128424,0.6496774551304687,Mrpl2,17,46646229,46650138.99999999
ENSMUSG00000002768,6.639751769818314,7.806397640923999,0.1438844572262184,0.07452736444614083,0.28607093080208595,Mea1,17,46681137,46683105
ENSMUSG00000002769,2.4689441134352457,3.1144233901154816,4.976803818557141e-6,0.11279605479007215,1.5552511932991064e-4,Gnmt,17,46725663.99999999,46729168
ENSMUSG00000002778,1.0000000021713036,1.000000004342761,0.810194014598125,0.055701646243333625,0.8619085261682181,Kdelr1,7,45872772,45883731
ENSMUSG00000002781,1.4251822993037728,1.7578873075425507,0.01930537521945519,0.07133927748936186,0.07029214194525063,Tmem143,7,45896941,45917412.99999999
ENSMUSG00000002797,1.0000000003045142,1.0000000005768561,0.019347183958988767,0.06657057695756341,0.07029214194525063,Ggct,6,54982580,54992950
ENSMUSG00000002803,1.0000000004652674,1.0000000008860153,0.031363775266822214,0.06489805123093673,0.09680177551488338,Btbd6,12,112976481.99999999,112978929.99999999
ENSMUSG00000002804,1.0000000006781722,1.0000000013563457,0.9657330057238822,0.0555888514195807,0.9745035375619396,Nudt14,12,112934733,112942118
ENSMUSG00000002812,1.0000000003482956,1.000000000737774,0.499897647547439,0.0565041479539341,0.6186852073606918,Flii,11,60714123,60727263
ENSMUSG00000002814,1.0000000004766898,1.0000000009227472,0.009778107834336913,0.06897344098873937,0.043652267117575506,Top3a,11,60740058,60777364.99999999
ENSMUSG00000002820,1.0000000007835177,1.0000000015812638,0.42793335532025234,0.05685377563589544,0.5553023060070629,Atg4d,9,21265299,21274368
ENSMUSG00000002825,1.0000000004194238,1.0000000008388519,0.16051952186879803,0.059555058746601164,0.30244218842113424,Qtrt1,9,21411837,21420277
ENSMUSG00000002833,1.2573277450409928,1.4727389114938,0.4062751673413746,0.05849638802271906,0.5381128044256618,Hdgfrp2,17,56079657,56100595.99999999
ENSMUSG00000002844,1.0000000004146552,1.0000000008293137,0.21044950659906642,0.058748057256544084,0.36035874417648356,Adprh,16,38445398.99999999,38452689
ENSMUSG00000002845,1.4062186524054312,1.7124438212765971,0.025173195677196447,0.07024601786622853,0.08475823460335505,Tmem39a,16,38558698,38592161.99999999
ENSMUSG00000002846,1.2967800026406493,1.5425597433817169,0.7563529321905512,0.056771584763314675,0.8167958230999472,Timmdc1,16,38498346.99999999,38522663
ENSMUSG00000002847,1.436556390460188,1.7633854612775917,0.0077409773716310415,0.07510596105085121,0.03721623736361077,Pla1a,16,38396119,38433144.99999999
ENSMUSG00000002870,1.996472070912133,2.4889926141178895,0.004463097346543432,0.08074171925855289,0.025215239246008093,Mcm2,6,88883473.99999999,88898780
ENSMUSG00000002871,1.0000000010917371,1.00000000218376,0.9328995672805521,0.05559944409295836,0.9550910568879543,Tpra1,6,88902251,88912238
ENSMUSG00000002881,1.000000003184559,1.0000000063691195,0.041919423568034075,0.06390845849178117,0.11817271630490814,Nab1,1,52457294,52500679
ENSMUSG00000002885,1.9358116355731134,2.468859229850018,0.21800485748816611,0.063666165761459,0.36763045107616543,Adgre5,8,83723250.99999999,83741326
ENSMUSG00000002897,1.0000000005961862,1.0000000011923733,0.3944445260380172,0.057048984017421756,0.5301673737070124,Il17ra,6,120463247,120487558.99999999
ENSMUSG00000002900,1.647209236800289,2.0750101759538895,0.5099210982228273,0.058707119135921415,0.628755978079935,Lamb1,12,31265234,31329644
ENSMUSG00000002908,1.000000002623215,1.0000000052186193,0.8136848376511151,0.05569732037456476,0.8647022716802497,Kcnn1,8,70842049,70857008
ENSMUSG00000002910,4.243300901272163,5.238680987151856,0.027541788858430394,0.07981509303435674,0.08985121655683363,Arrdc2,8,70835155,70839720
ENSMUSG00000002944,2.214372426778856,2.847282492694487,0,0.13629464011988357,0,Cd36,5,17781689.999999996,17888801
ENSMUSG00000002948,2.508307323810813,3.212748330566107,0.01566143241106499,0.0772356172402372,0.05909974494741506,Map2k7,8,4238740,4251423
ENSMUSG00000002949,1.0000000004461242,1.0000000007807515,0.37997689499816817,0.057140913900110224,0.5192691914697407,Timm44,8,4259730.999999999,4275913
ENSMUSG00000002957,1.0000000010849017,1.0000000021696873,0.20241802954658772,0.05886182603924117,0.35326008646873946,Ap2a2,7,141562173,141633010.99999997
ENSMUSG00000002963,2.158807785340053,2.731699435181652,0.09386234379469077,0.06814896694349404,0.21092661526896805,Pnkp,7,44857139,44862992
ENSMUSG00000002968,2.2261713783667942,2.8545363040156784,0.18417999483978126,0.06535354482244826,0.3324548643317351,Med25,7,44879391,44892396.99999999
ENSMUSG00000002980,3.140865920949815,3.9979104007231663,0.309579127873314,0.06454719431221889,0.45922154428228246,Bcam,7,19756131,19771016
ENSMUSG00000002981,1.0000000012950687,1.0000000025901363,0.31759185161521414,0.05760075746887838,0.46594929288940234,Clptm1,7,19631581,19665029.999999996
ENSMUSG00000002983,2.205503470099257,2.7890933836295604,3.19283465505249e-6,0.11498750127237167,1.1009774672594793e-4,Relb,7,19606216.999999996,19629438
ENSMUSG00000002984,1.0000000004426153,1.0000000008678673,0.15595316138306592,0.059642981450693355,0.29829095475942086,Tomm40,7,19701313,19715438
ENSMUSG00000002985,1.0000000004373142,1.000000000883582,0.047486775526236535,0.06348707876296467,0.13045817452262784,Apoe,7,19696109,19699166
ENSMUSG00000002992,2.844068073034386,3.562167334148756,0,0.1752275515262559,0,Apoc2,7,19671578.999999996,19681423
ENSMUSG00000002996,1.0000000012676633,1.0000000025352864,0.018726491294655034,0.06668441247350776,0.0685952062075276,Hbp1,12,31926254,31950535
ENSMUSG00000003031,1.0000000007313203,1.0000000014776855,1.6365091161252288e-4,0.08385818227429898,0.0024066310531253364,Cdkn1b,6,134920401,134925513
ENSMUSG00000003033,1.0000000004586842,1.0000000009136512,0.8003955916603743,0.05571425266588392,0.8560380659469244,Ap1m1,8,72240017.99999999,72257385
ENSMUSG00000003037,1.0000000009961223,1.0000000019921496,0.4356220570246843,0.05681213911517147,0.5628191951223311,Rab8a,8,72161200,72183904
ENSMUSG00000003038,1.0000000003662641,1.0000000007325305,0.04018362049239099,0.06405193389017672,0.11580294090026222,Hmgn2,4,133964737.99999999,133968650
ENSMUSG00000003039,1.0000000004046286,1.0000000008100947,0.4121833638884861,0.05694267649576501,0.5430610854920765,Fam32a,8,72219730,72223764
ENSMUSG00000003053,2.176577748710251,2.7522467017704293,0.051012922110078074,0.07149601164550423,0.1367638662468581,Cyp2c29,19,39269405,39330712.99999999
ENSMUSG00000003062,1.0000000005103997,1.0000000010208023,0.06546001382492972,0.062415317125860015,0.16083541480326713,Stard3nl,13,19357675.999999996,19395795
ENSMUSG00000003068,1.0000000006478624,1.000000001289077,0.13831572796995673,0.060012139607578785,0.27886235477813853,Stk11,10,80115803,80130682
ENSMUSG00000003072,1.2155805291228021,1.402466564463096,0.4470456278181307,0.057992515167281766,0.5694848762014403,Atp5d,10,80138632,80145817.99999999
ENSMUSG00000003099,1.000000000494645,1.0000000009494712,0.5419956604483782,0.056336019074761046,0.6514370918850699,Ppp5c,7,17004640,17027924
ENSMUSG00000003119,1.1083106031581933,1.2095966659475044,0.0069450114319789535,0.07206852895819738,0.03421187897526578,Cdk12,11,98203059,98278504
ENSMUSG00000003123,1.2291080762951683,1.428823502876684,0.41524614562567264,0.05829123218137877,0.5456585356447735,Lipe,7,25379527,25398709.999999996
ENSMUSG00000003131,1.0000000014312922,1.00000000284204,0.4255391725006629,0.05686697227920179,0.5540066619393305,Pafah1b2,9,45965311,45984871
ENSMUSG00000003134,1.000000000603851,1.0000000012077048,0.027584323482947926,0.065339833462844,0.08985121655683363,Tbc1d8,1,39371492,39478755
ENSMUSG00000003135,1.6149331824136401,2.0190001139188123,0.006690305650330242,0.07590813048930234,0.03312032500163486,Cnot11,1,39534991.99999999,39546889
ENSMUSG00000003154,1.000000000440968,1.0000000008818477,0.964523070398122,0.055589119559866895,0.9742657276748707,Foxj2,6,122819914,122845366
ENSMUSG00000003161,1.247549647672579,1.4575601096448423,0.4244674819603111,0.05831223002570951,0.5540066619393305,Sri,5,8046078,8069379
ENSMUSG00000003166,3.01288357876206,3.845673435049538,0.11628337718834675,0.06971138257433684,0.24532358056613238,Dgcr2,16,17839482,17894145
ENSMUSG00000003184,3.7008181825468047,4.644114964911743,0.0576093821438719,0.07496467666140083,0.14809609805622598,Irf3,7,44997648,45002848
ENSMUSG00000003190,1.2257525498895518,1.4207680366832562,0.8308975033871426,0.05637045803495355,0.8783271705995165,Bcl2l12,7,44991222,44998712
ENSMUSG00000003198,1.0000000006480843,1.00000000129498,0.003965101672208149,0.07220360006091453,0.023187729077240638,Zfp959,17,55892120,55898928
ENSMUSG00000003199,2.3945080061587953,2.9784621812238328,0.041723635141939996,0.07264036816934949,0.11817271630490814,Mpnd,17,56005711,56016790
