phenotypes,gene,chromosome,start,end,minP,CHOL:pValue,CHOL:zStat,CHOL:nParam,CHOL:subjects,chiSquared
["CHOL"],"TRPS1","8",116420724,116821899,3.418414848112945e-58,3.418414848112945e-58,16.03888733186352,,1972530,3.418414848112986e-58
["CHOL"],"FAM83E","19",49103218,49118333,1.110581596305146e-57,1.110581596305146e-57,15.96553851229437,,1894030,1.1105815963051351e-57
["CHOL"],"TAT","16",71599563,71610995,1.3565490305489137e-57,1.3565490305489137e-57,15.953051509770324,,2008153,1.356549030548912e-57
["CHOL"],"GATAD2A","19",19496635,19619741,3.7509429894770285e-57,3.7509429894770285e-57,15.889419668603823,,1812787,3.750942989476976e-57
["CHOL"],"UGT1A8","2",234526279,234681946,5.149384697786563e-57,5.149384697786563e-57,15.869543201642646,,2001837,5.149384697786514e-57
["CHOL"],"SDC1","2",20400558,20425194,7.051404587110043e-57,7.051404587110043e-57,15.84980039326415,,1850218,7.051404587109965e-57
["CHOL"],"SP4","7",21467661,21554440,1.1057492969443413e-56,1.1057492969443413e-56,15.821502947420376,,1948132,1.1057492969443466e-56
["CHOL"],"C2orf16","2",27760253,27805589,2.2799004626812696e-56,2.2799004626812696e-56,15.775882485512724,,1632188,2.27990046268129e-56
["CHOL"],"UBE3B","12",109915207,109974510,4.91532507711117e-56,4.91532507711117e-56,15.72730539980736,,2043875,4.915325077111176e-56
["CHOL"],"KRTCAP3","2",27665233,27669348,8.451092587543462e-56,8.451092587543462e-56,15.692947419166916,,1804332,8.45109258754352e-56
["CHOL"],"WDR12","2",203738984,203879521,2.5600696635637465e-55,2.5600696635637465e-55,15.622448083394687,,1953583,2.560069663563748e-55
["CHOL"],"UGT1A10","2",234545094,234681946,3.2260498935873504e-55,3.2260498935873504e-55,15.607700339703468,,2014682,3.226049893587353e-55
["CHOL"],"TBKBP1","17",45771527,45789418,4.707659238714138e-55,4.707659238714138e-55,15.583565551512072,,1769081,4.7076592387141404e-55
["CHOL"],"MYO5B","18",47349159,47721534,9.775037464860549e-55,9.775037464860549e-55,15.536801316257181,,2059363,9.775037464860607e-55
["CHOL"],"ZFHX3","16",72816784,73925770,1.414782750185368e-54,1.414782750185368e-54,15.513083749920057,,1888311,1.4147827501853726e-54
["CHOL"],"SPTY2D1","11",18627950,18656338,2.726943598114538e-54,2.726943598114538e-54,15.470900359470836,,1971645,2.726943598114541e-54
["CHOL"],"UGT2B17","4",69402891,69442131,5.815444196205255e-54,5.815444196205255e-54,15.422073679112936,,1098050,5.815444196205292e-54
["CHOL"],"PPT2","6",32121218,32131455,6.954546311693219e-54,6.954546311693219e-54,15.410518694290094,,1795494,6.954546311693204e-54
["CHOL"],"BAG6","6",31606805,31620482,8.202467954097175e-54,8.202467954097175e-54,15.399850034708814,,1870535,8.202467954097226e-54
["CHOL"],"NF1","17",29421945,29709134,1.8257454368794807e-53,1.8257454368794807e-53,15.348022372299047,,1883700,1.8257454368794737e-53
["CHOL"],"MMAB","12",109991520,110011385,3.26422812566039e-53,3.26422812566039e-53,15.310277735002979,,2255920,3.264228125660392e-53
["CHOL"],"CCDC93","2",118673054,118771709,4.200544448081057e-53,4.200544448081057e-53,15.293866408455536,,2037874,4.200544448081031e-53
["CHOL"],"CACFD1","9",136325087,136335970,1.3340893073289034e-52,1.3340893073289034e-52,15.21843996174537,,1803005,1.3340893073289028e-52
["CHOL"],"AMPD2","1",110158726,110174673,1.525589474272621e-52,1.525589474272621e-52,15.209661244323643,,1855269,1.5255894742726178e-52
["CHOL"],"SBNO1","12",123773656,123849394,4.253494201344233e-52,4.253494201344233e-52,15.14238639975814,,1955030,4.253494201344217e-52
["CHOL"],"ICA1L","2",203637873,203736489,4.613643691461934e-52,4.613643691461934e-52,15.13704104962685,,1980195,4.613643691461961e-52
["CHOL"],"HLA-DQB2","6",32723875,32731309,1.6925894806378457e-51,1.6925894806378457e-51,15.05129966194539,,2011050,1.6925894806378528e-51
["CHOL"],"SGCD","5",155297354,156194799,2.4832548421347336e-51,2.4832548421347336e-51,15.025922472860447,,1958423,2.4832548421347378e-51
["CHOL"],"AP1M2","19",10683347,10697991,2.815804643694231e-51,2.815804643694231e-51,15.017592673951558,,2047813,2.8158046436942514e-51
["CHOL"],"OGDH","7",44646171,44748665,3.097902114560766e-51,3.097902114560766e-51,15.011261491959369,,1846988,3.0979021145607706e-51
["CHOL"],"CARF","2",203776937,203852986,3.6383060229491576e-51,3.6383060229491576e-51,15.00059315513819,,1934883,3.638306022949168e-51
["CHOL"],"NOTCH4","6",32162620,32191844,4.47262804556911e-51,4.47262804556911e-51,14.986883992309043,,2031074,4.4726280455690875e-51
["CHOL"],"RPP14","3",58291972,58310422,6.13639304428848e-51,6.13639304428848e-51,14.965859583637261,,2129997,6.136393044288486e-51
["CHOL"],"C20orf173","20",34111014,34117481,9.115503162662967e-51,9.115503162662967e-51,14.93951028680521,,1817825,9.115503162662905e-51
["CHOL"],"PPP1R37","19",45594654,45651335,9.669824479202903e-51,9.669824479202903e-51,14.935575740150439,,1822743,9.669824479202903e-51
["CHOL"],"SUMO1","2",203070905,203103322,1.0781463788010327e-50,1.0781463788010327e-50,14.928320387116372,,2029813,1.0781463788010349e-50
["CHOL"],"CPNE1","20",34213953,34252878,1.3106547149619418e-50,1.3106547149619418e-50,14.915291263240263,,2006456,1.3106547149619397e-50
["CHOL"],"TCF19","6",31126108,31134936,1.8151737679861734e-50,1.8151737679861734e-50,14.893538796177152,,2215300,1.8151737679861644e-50
["CHOL"],"ATP6V1G2","6",31512221,31516204,2.171493703721126e-50,2.171493703721126e-50,14.881553200887701,,2076470,2.1714937037211376e-50
["CHOL"],"CCHCR1","6",31110216,31126015,2.281998340209963e-50,2.281998340209963e-50,14.878232273699561,,2206644,2.281998340209949e-50
["CHOL"],"PXK","3",58318607,58411854,2.7143141497831694e-50,2.7143141497831694e-50,14.866619249153928,,2108035,2.7143141497831618e-50
["CHOL"],"TSPAN16","19",11406815,11437672,3.0201085356389957e-50,3.0201085356389957e-50,14.859468854013675,,1856536,3.020108535638986e-50
["CHOL"],"GPN1","2",27851114,27874378,3.311478613682708e-50,3.311478613682708e-50,14.853297076951467,,1856886,3.3114786136827113e-50
["CHOL"],"C2","6",31865562,31913450,3.550933676448956e-50,3.550933676448956e-50,14.848617012569786,,1739813,3.5509336764489533e-50
["CHOL"],"HAVCR2","5",156512433,156569880,1.5148830402054313e-49,1.5148830402054313e-49,14.751036259294777,,1962690,1.5148830402054332e-49
["CHOL"],"NBEAL1","2",203879331,204091101,1.1096208738293882e-48,1.1096208738293882e-48,14.616044621878515,,1825430,1.1096208738293929e-48
["CHOL"],"GNAI3","1",110091237,110142817,1.2730189751058852e-48,1.2730189751058852e-48,14.606686276547142,,1779619,1.273018975105894e-48
["CHOL"],"EFCAB13","17",45400656,45518678,2.1706414474742122e-48,2.1706414474742122e-48,14.570276822457119,,2042352,2.1706414474741992e-48
["CHOL"],"TMEM50A","1",25664808,25688852,2.888997300050267e-48,2.888997300050267e-48,14.550733754732107,,1535722,2.8889973000502633e-48
["CHOL"],"MVK","12",110011060,110035930,3.0218836252676794e-48,3.0218836252676794e-48,14.547657202437918,,2060478,3.0218836252676775e-48
["CHOL"],"M6PR","12",9092959,9102551,3.4362750714840036e-48,3.4362750714840036e-48,14.538862163146337,,1999979,3.4362750714839854e-48
["CHOL"],"DENND4C","9",19230433,19374279,4.984200883209349e-48,4.984200883209349e-48,14.51338068182285,,1909824,4.984200883209317e-48
["CHOL"],"MEF2B","19",19256376,19302940,6.850666330825539e-48,6.850666330825539e-48,14.491551180897023,,2184274,6.850666330825496e-48
["CHOL"],"INSIG2","2",118846028,118868573,8.443770802514482e-48,8.443770802514482e-48,14.477183940631594,,1924705,8.443770802514513e-48
["CHOL"],"KRI1","19",10663761,10676707,1.1804229886205717e-47,1.1804229886205717e-47,14.454132773087615,,2136875,1.1804229886205797e-47
["CHOL"],"ABHD6","3",58223259,58281420,2.6512478278552657e-47,2.6512478278552657e-47,14.39830912429525,,2037032,2.6512478278552783e-47
["CHOL"],"ATRAID","2",27434909,27440046,2.9852209281557714e-47,2.9852209281557714e-47,14.39010590610015,,1727207,2.985220928155776e-47
["CHOL"],"RBM12","20",34236847,34252878,3.293045870694294e-47,3.293045870694294e-47,14.383316881737969,,1970382,3.293045870694274e-47
["CHOL"],"PARP10","8",145051321,145086940,3.7273109364746363e-47,3.7273109364746363e-47,14.374743043878944,,1842115,3.727310936474637e-47
["CHOL"],"UGT1A3","2",234637688,234681946,4.604813829290603e-47,4.604813829290603e-47,14.3600984148763,,1937513,4.604813829290618e-47
["CHOL"],"CUZD1","10",124591674,124605691,8.019182970231669e-47,8.019182970231669e-47,14.321601716165121,,1723630,8.019182970231671e-47
["CHOL"],"MEF2BNB-MEF2B","19",19256378,19302967,1.2963513906756733e-46,1.2963513906756733e-46,14.288187372038609,,2149352,1.2963513906756766e-46
["CHOL"],"GMIP","19",19740285,19754466,2.2838033219646416e-46,2.2838033219646416e-46,14.24869132463943,,1891313,2.2838033219646486e-46
["CHOL"],"CMTM6","3",32522804,32544344,6.528597882509507e-46,6.528597882509507e-46,14.175145652185035,,1904249,6.52859788250951e-46
["CHOL"],"CNBD2","20",34542486,34618622,7.060633768439679e-46,7.060633768439679e-46,14.169644940610564,,1858281,7.060633768439636e-46
["CHOL"],"ITGB3","17",45331193,45391109,9.853660473456728e-46,9.853660473456728e-46,14.146218520719303,,2042329,9.853660473456696e-46
["CHOL"],"NAT2","8",18248792,18258728,1.1165343469091786e-45,1.1165343469091786e-45,14.137425035465546,,2002787,1.1165343469091718e-45
["CHOL"],"FCGRT","19",50010073,50029685,1.1478472915281499e-45,1.1478472915281499e-45,14.135478129947554,,1829817,1.1478472915281493e-45
["CHOL"],"RBM39","20",34289269,34330234,1.530267738447001e-45,1.530267738447001e-45,14.115221329008614,,2038153,1.5302677384470027e-45
["CHOL"],"MUC22","6",30978251,31003179,1.614588175070935e-45,1.614588175070935e-45,14.111439664070321,,2149451,1.614588175070931e-45
["CHOL"],"MYO1H","12",109785705,109893328,2.4480037630698924e-45,2.4480037630698924e-45,14.082062012050692,,2119156,2.448003763069888e-45
["CHOL"],"HLA-DQA2","6",32709168,32714975,6.038272000811145e-45,6.038272000811145e-45,14.018123700857542,,1982981,6.038272000811104e-45
["CHOL"],"CALB2","16",71392616,71424339,6.469955700024157e-45,6.469955700024157e-45,14.013221681139429,,2019357,6.469955700024201e-45
["CHOL"],"DDX39B","6",31497996,31510225,6.687218748675075e-45,6.687218748675075e-45,14.010876337058571,,2003574,6.687218748675094e-45
["CHOL"],"NFATC3","16",68118654,68263162,7.325652302349536e-45,7.325652302349536e-45,14.004399416357362,,1878200,7.325652302349487e-45
["CHOL"],"GIPR","19",46171479,46186980,7.923740775925726e-45,7.923740775925726e-45,13.998822424870584,,1916440,7.923740775925761e-45
["CHOL"],"HLA-DOB","6",32780540,32788243,8.194239576111747e-45,8.194239576111747e-45,13.99643636102794,,2192063,8.194239576111749e-45
["CHOL"],"OBP2B","9",136080664,136084637,9.136291699369406e-45,9.136291699369406e-45,13.988698277097072,,1603477,9.136291699369458e-45
["CHOL"],"PHF20","20",34359896,34538292,1.1066292178769351e-44,1.1066292178769351e-44,13.975060375036488,,1885262,1.1066292178769308e-44
["CHOL"],"GPSM3","6",32158543,32163300,2.20708293243071e-44,2.20708293243071e-44,13.925824726076367,,1934984,2.2070829324306954e-44
["CHOL"],"MED22","9",136205149,136214986,2.507876433129862e-44,2.507876433129862e-44,13.91669370261865,,1875582,2.5078764331298674e-44
["CHOL"],"NCR3","6",31556672,31560783,2.669822035244232e-44,2.669822035244232e-44,13.912219424597742,,1810164,2.6698220352442206e-44
["CHOL"],"PHC1","12",9066492,9094063,3.286011400382591e-44,3.286011400382591e-44,13.897360886143485,,2068594,3.286011400382606e-44
["CHOL"],"POU5F1","6",31132114,31148508,7.605288155814055e-44,7.605288155814055e-44,13.837156351338328,,2262890,7.605288155814065e-44
["CHOL"],"SKIV2L","6",31926893,31937595,9.062689573215712e-44,9.062689573215712e-44,13.824545441015445,,1862647,9.0626895732157e-44
["CHOL"],"NFKBIL1","6",31514647,31526606,9.603676414936318e-44,9.603676414936318e-44,13.820372433375365,,1928497,9.603676414936276e-44
["CHOL"],"RPS6","9",19375713,19380234,1.140244491734603e-43,1.140244491734603e-43,13.808008628981373,,1877772,1.140244491734611e-43
["CHOL"],"IRF2BP2","1",234740015,234745924,1.5758716813190926e-43,1.5758716813190926e-43,13.784676936206218,,1907789,1.5758716813190958e-43
["CHOL"],"UGT1A4","2",234627382,234681946,3.710714357524411e-43,3.710714357524411e-43,13.722733013377763,,1951966,3.710714357524415e-43
["CHOL"],"AGPAT1","6",32135989,32145873,4.935127274150621e-43,4.935127274150621e-43,13.702046532197706,,1889137,4.935127274150614e-43
["CHOL"],"UGT1A6","2",234600253,234681946,5.000778172279033e-43,5.000778172279033e-43,13.701087096290458,,2020396,5.0007781722790064e-43
["CHOL"],"PSORS1C2","6",31105311,31106843,5.583399072697334e-43,5.583399072697334e-43,13.69308349935767,,2206441,5.583399072697355e-43
["CHOL"],"EPS8L3","1",110292702,110306649,5.660328096294148e-43,5.660328096294148e-43,13.692089365400404,,1958948,5.6603280962941666e-43
["CHOL"],"UQCC1","20",33890369,33999834,7.58611241903824e-43,7.58611241903824e-43,13.670797944281938,,1900344,7.586112419038212e-43
["CHOL"],"CYP2W1","7",1022817,1029276,1.0463548732124294e-42,1.0463548732124294e-42,13.64737897472265,,2066678,1.0463548732124356e-42
["CHOL"],"OTX1","2",63277192,63284971,1.0535744346035723e-42,1.0535744346035723e-42,13.646877793011383,,1828727,1.0535744346035698e-42
["CHOL"],"ATF1","12",51157493,51214945,1.0836593797753241e-42,1.0836593797753241e-42,13.644825433456807,,1956962,1.0836593797753274e-42
["CHOL"],"THOP1","19",2785501,2815805,1.1919254598537725e-42,1.1919254598537725e-42,13.63788164237886,,1585952,1.1919254598537808e-42
["CHOL"],"C6orf10","6",32256303,32339684,1.272715016347663e-42,1.272715016347663e-42,13.633097420678364,,2102062,1.2727150163476612e-42
["CHOL"],"MYPOP","19",46393281,46405871,1.5627605251780474e-42,1.5627605251780474e-42,13.618109975170016,,2194239,1.5627605251780468e-42
["CHOL"],"SCUBE3","6",35181733,35220856,2.9780010984080015e-42,2.9780010984080015e-42,13.570931801154508,,1699624,2.978001098408e-42
["CHOL"],"UEVLD","11",18551156,18610294,3.8247764882425575e-42,3.8247764882425575e-42,13.552578076552662,,2071409,3.82477648824258e-42
["CHOL"],"ADAMTS13","9",136279478,136324524,4.1083373294220195e-42,4.1083373294220195e-42,13.547328239982663,,1848924,4.108337329421994e-42
["CHOL"],"HLA-DRB1","6",32545679,32557625,6.51350169286787e-42,6.51350169286787e-42,13.513450308842966,,905037,6.513501692867875e-42
["CHOL"],"DUS2","16",68021649,68113223,6.753003256221139e-42,6.753003256221139e-42,13.510792287191167,,1836363,6.75300325622115e-42
["CHOL"],"GPANK1","6",31629005,31634060,8.408543376539035e-42,8.408543376539035e-42,13.49464164161111,,1902181,8.408543376539032e-42
["CHOL"],"TECTB","10",114043158,114064796,1.181688751737195e-41,1.181688751737195e-41,13.469538753786432,,2054300,1.1816887517371886e-41
["CHOL"],"FEN1","11",61560383,61564710,1.2605424672674194e-41,1.2605424672674194e-41,13.464768097803077,,1591065,1.2605424672674283e-41
["CHOL"],"CYB561D1","1",110036674,110045554,1.3150360246112218e-41,1.3150360246112218e-41,13.461641637592349,,1640190,1.3150360246112218e-41
["CHOL"],"PUM2","2",20448452,20551995,1.8355023598151278e-41,1.8355023598151278e-41,13.436983095167763,,1779222,1.8355023598151403e-41
["CHOL"],"DDR1","6",30844198,30867933,2.0435339561375525e-41,2.0435339561375525e-41,13.429034237477504,,1881524,2.043533956137565e-41
["CHOL"],"MEF2BNB","19",19287712,19303400,2.168453055193033e-41,2.168453055193033e-41,13.424639337298679,,2108025,2.1684530551930325e-41
["CHOL"],"KPNA1","3",122140749,122233792,2.6737321046087845e-41,2.6737321046087845e-41,13.409112881526301,,2038654,2.673732104608803e-41
["CHOL"],"CSNK2B","6",31633004,31638120,3.7535421907721993e-41,3.7535421907721993e-41,13.383929832242702,,1984832,3.75354219077221e-41
["CHOL"],"UGT1A7","2",234590547,234681946,4.0880724778889655e-41,4.0880724778889655e-41,13.377584559790929,,2048134,4.088072477888962e-41
["CHOL"],"GSTM4","1",110198721,110208118,6.180663256782747e-41,6.180663256782747e-41,13.346820560790858,,1664899,6.180663256782788e-41
["CHOL"],"C4orf17","4",100432169,100463460,6.396701132842833e-41,6.396701132842833e-41,13.344260373849728,,2088303,6.396701132842821e-41
["CHOL"],"IZUMO1","19",49244109,49250166,6.420031119864125e-41,6.420031119864125e-41,13.34398906001391,,2283646,6.420031119864089e-41
["CHOL"],"TMEM8C","9",136379708,136393734,6.711858627156462e-41,6.711858627156462e-41,13.340675746891991,,1821546,6.711858627156439e-41
["CHOL"],"CFB","6",31913427,31919863,6.860759036944174e-41,6.860759036944174e-41,13.339039980240836,,1882752,6.860759036944177e-41
["CHOL"],"TMED4","7",44617493,44621886,6.867092127926053e-41,6.867092127926053e-41,13.338971192303264,,2052586,6.867092127926055e-41
["CHOL"],"UGT1A5","2",234621553,234681946,7.220952780101856e-41,7.220952780101856e-41,13.335224625920977,,2001393,7.220952780101844e-41
["CHOL"],"MTTP","4",100485238,100545154,8.264931812045012e-41,8.264931812045012e-41,13.325150714698651,,2111447,8.264931812045011e-41
["CHOL"],"PARP9","3",122246771,122283424,9.810290491114393e-41,9.810290491114393e-41,13.312352217261923,,2135202,9.810290491114397e-41
["CHOL"],"TOM1","22",35695268,35743985,1.0765331009687886e-40,1.0765331009687886e-40,13.305410750593671,,2015139,1.0765331009687947e-40
["CHOL"],"ZFPM1","16",88519688,88603439,1.5251072485028187e-40,1.5251072485028187e-40,13.27935220539787,,1756602,1.525107248502818e-40
["CHOL"],"ZNF76","6",35226686,35263762,1.603453709010845e-40,1.603453709010845e-40,13.275600311721904,,1710840,1.6034537090108378e-40
["CHOL"],"NFS1","20",34255974,34287277,1.8884538999092663e-40,1.8884538999092663e-40,13.263340224916663,,1791418,1.888453899909258e-40
["CHOL"],"TRMT10A","4",100467866,100485196,2.051508527069366e-40,2.051508527069366e-40,13.25712964429893,,2156920,2.0515085270693584e-40
["CHOL"],"UGT1A9","2",234580544,234681946,2.530124483930481e-40,2.530124483930481e-40,13.241391526056315,,2058608,2.530124483930492e-40
["CHOL"],"SLC4A1AP","2",27886293,27918233,2.671681606526196e-40,2.671681606526196e-40,13.23730264097602,,1673066,2.6716816065261885e-40
["CHOL"],"SHBG","17",7517264,7536700,8.48616223930665e-40,8.48616223930665e-40,13.150200747190542,,1973590,8.486162239306611e-40
["CHOL"],"KIAA2012","2",202937978,203069911,9.00231752562256e-40,9.00231752562256e-40,13.145735465254436,,2068935,9.002317525622609e-40
["CHOL"],"LST1","6",31553901,31556686,1.1813859362176586e-39,1.1813859362176586e-39,13.125161923157432,,1869421,1.1813859362176634e-39
["CHOL"],"EVI2B","17",29630788,29641123,1.2903959505588693e-39,1.2903959505588693e-39,13.118474060354188,,1913422,1.290395950558869e-39
["CHOL"],"SAMM50","22",44351322,44406411,1.4966204548784556e-39,1.4966204548784556e-39,13.10723220453106,,2190804,1.4966204548784622e-39
["CHOL"],"MKRN2OS","3",12556433,12602558,4.4675788712060514e-39,4.4675788712060514e-39,13.024010744538367,,1777859,4.467578871206026e-39
["CHOL"],"DGAT2","11",75470557,75512580,4.794220909793303e-39,4.794220909793303e-39,13.018622996683776,,1746097,4.794220909793295e-39
["CHOL"],"QPCTL","19",46195661,46207247,5.53375132313352e-39,5.53375132313352e-39,13.007663140258298,,1974456,5.533751323133553e-39
["CHOL"],"PREB","2",27353624,27357534,5.633114432844061e-39,5.633114432844061e-39,13.006302859343283,,1695261,5.633114432844082e-39
["CHOL"],"GPER1","7",1121844,1133451,1.947616211745857e-38,1.947616211745857e-38,12.911133747963175,,1959914,1.947616211745867e-38
["CHOL"],"C6orf48","6",31802385,31807543,2.0262780250685373e-38,2.0262780250685373e-38,12.90808477651064,,1693053,2.0262780250685394e-38
["CHOL"],"RGS12","4",3294748,3441640,3.603040708955806e-38,3.603040708955806e-38,12.863681771025178,,1792482,3.603040708955782e-38
["CHOL"],"TAF13","1",109605118,109618634,3.9600694766699226e-38,3.9600694766699226e-38,12.856378351679686,,1769767,3.9600694766699377e-38
["CHOL"],"ABCA6","17",67074843,67138036,4.84217545338133e-38,4.84217545338133e-38,12.84081977977023,,2016430,4.842175453381362e-38
["CHOL"],"PSMG1","21",40546695,40555414,5.771769294212469e-38,5.771769294212469e-38,12.827217864344904,,2010338,5.771769294212511e-38
["CHOL"],"ITK","5",156569944,156682195,6.691338461952491e-38,6.691338461952491e-38,12.815756487810658,,2004989,6.691338461952494e-38
["CHOL"],"RHD","1",25598884,25656936,7.330964014489154e-38,7.330964014489154e-38,12.80867365163811,,1173285,7.330964014489113e-38
["CHOL"],"CSNK1G3","5",122847871,122952743,1.1997315961014398e-37,1.1997315961014398e-37,12.77039092476796,,1892238,1.1997315961014363e-37
["CHOL"],"AMIGO1","1",110046800,110052360,3.2141816418589786e-37,3.2141816418589786e-37,12.693457957229386,,1963204,3.214181641858969e-37
["CHOL"],"TCEA3","1",23707402,23751241,3.780792479531304e-37,3.780792479531304e-37,12.680738704592189,,1888098,3.780792479531331e-37
["CHOL"],"KCTD10","12",109886460,109915164,4.066629040385065e-37,4.066629040385065e-37,12.675025167898543,,2251533,4.066629040385037e-37
["CHOL"],"BSND","1",55464606,55482845,4.458688691271315e-37,4.458688691271315e-37,12.667805969834468,,1907534,4.458688691271341e-37
["CHOL"],"SLC22A2","6",160592093,160698670,1.4440842649853298e-36,1.4440842649853298e-36,12.575268642144593,,2040431,1.4440842649853293e-36
["CHOL"],"CHD6","20",40030723,40247023,1.4655414826070279e-36,1.4655414826070279e-36,12.574102980349359,,1975665,1.4655414826070383e-36
["CHOL"],"HLA-DQA1","6",32595956,32614839,2.1615845958162304e-36,2.1615845958162304e-36,12.543351593912059,,1419645,2.1615845958162267e-36
["CHOL"],"PLG","6",161123226,161175129,3.4252201304470796e-36,3.4252201304470796e-36,12.506829359211796,,1851265,3.425220130447056e-36
["CHOL"],"KPNA4","3",160212795,160283359,3.551452148823599e-36,3.551452148823599e-36,12.503953502297675,,1796330,3.5514521488236013e-36
["CHOL"],"DDX18","2",118572267,118589953,4.6272159107047e-36,4.6272159107047e-36,12.482907628334603,,2026007,4.627215910704713e-36
["CHOL"],"GNAT2","1",110145713,110162551,9.217718739733228e-36,9.217718739733228e-36,12.427926480767498,,1855194,9.217718739733277e-36
["CHOL"],"DPCR1","6",30902300,30921998,1.227616310796919e-35,1.227616310796919e-35,12.404996572634477,,1851443,1.2276163107969173e-35
["CHOL"],"CYP21A2","6",32006104,32009421,1.3840136533780266e-35,1.3840136533780266e-35,12.395387989055857,,1682470,1.3840136533780255e-35
["CHOL"],"DEF6","6",35265595,35289548,1.460422014687792e-35,1.460422014687792e-35,12.391079632423674,,1674466,1.4604220146877978e-35
["CHOL"],"STK19","6",31938868,31950598,2.051966169545605e-35,2.051966169545605e-35,12.3637803207199,,1813694,2.0519661695456198e-35
["CHOL"],"ABHD16A","6",31654732,31671133,2.530246530467096e-35,2.530246530467096e-35,12.346931600940648,,1789106,2.530246530467103e-35
["CHOL"],"ZAN","7",100331218,100395419,3.676620422109356e-35,3.676620422109356e-35,12.316825320875342,,1791759,3.67662042210938e-35
["CHOL"],"NTN5","19",49164664,49176338,4.196132141253089e-35,4.196132141253089e-35,12.306159355990832,,1764655,4.196132141253097e-35
["CHOL"],"IFT80","3",159974774,160117668,6.933400017542184e-35,6.933400017542184e-35,12.26554971469205,,1785794,6.933400017542217e-35
["CHOL"],"S1PR5","19",10623418,10628607,6.965689492819305e-35,6.965689492819305e-35,12.265173370963321,,1854565,6.965689492819328e-35
["CHOL"],"HSPA1L","6",31777396,31783060,1.0244364847168559e-34,1.0244364847168559e-34,12.233889702969453,,1736597,1.0244364847168602e-34
["CHOL"],"PLA2G15","16",68279207,68294961,1.1408217940394732e-34,1.1408217940394732e-34,12.225148502729583,,1896822,1.1408217940394764e-34
["CHOL"],"SPPL3","12",121200313,121342161,1.4652140942876225e-34,1.4652140942876225e-34,12.204795782862364,,1945937,1.465214094287623e-34
["CHOL"],"NR1I2","3",119499331,119537334,1.5403650017696691e-34,1.5403650017696691e-34,12.200723861284319,,1957089,1.5403650017696687e-34
["CHOL"],"C6orf106","6",34555065,34664636,2.543782135734455e-34,2.543782135734455e-34,12.159811989550677,,1829852,2.543782135734459e-34
["CHOL"],"HMGXB4","22",35653445,35691800,3.7195991102522047e-34,3.7195991102522047e-34,12.128732458720243,,2009569,3.7195991102522317e-34
["CHOL"],"FAM24A","10",124670126,124672627,4.51308437785456e-34,4.51308437785456e-34,12.112885765294171,,1854401,4.513084377854583e-34
["CHOL"],"TSG101","11",18489883,18548498,5.149360380692551e-34,5.149360380692551e-34,12.102065195871068,,2127030,5.149360380692518e-34
["CHOL"],"SPAG4","20",34203751,34209016,5.548336862818461e-34,5.548336862818461e-34,12.095938572440703,,1703327,5.548336862818444e-34
["CHOL"],"APOM","6",31620193,31625987,6.389640186952659e-34,6.389640186952659e-34,12.08433961036995,,1775138,6.3896401869527e-34
["CHOL"],"SPHK2","19",49122548,49133974,6.799425614507101e-34,6.799425614507101e-34,12.07922920595911,,1859635,6.7994256145071394e-34
["CHOL"],"FAM69A","1",93298294,93427079,1.4208871849586593e-33,1.4208871849586593e-33,12.018472122464617,,1728035,1.4208871849586664e-33
["CHOL"],"SLC12A3","16",56899119,56949762,1.911623847553792e-33,1.911623847553792e-33,11.993930227301552,,2085135,1.9116238475537798e-33
["CHOL"],"DTX3L","3",122283185,122294050,2.4859004791740546e-33,2.4859004791740546e-33,11.972158673221852,,2054646,2.4859004791740382e-33
["CHOL"],"PBX4","19",19672516,19729502,3.803031083556231e-33,3.803031083556231e-33,11.936837343463768,,1866504,3.803031083556237e-33
["CHOL"],"SUPT6H","17",26989216,27029697,4.3919779177415616e-33,4.3919779177415616e-33,11.924852409926627,,1770132,4.3919779177415514e-33
["CHOL"],"GSK3B","3",119540168,119813841,4.415398049022671e-33,4.415398049022671e-33,11.924409488587214,,1775789,4.415398049022658e-33
["CHOL"],"LCT","2",136545420,136594754,4.733237393144707e-33,4.733237393144707e-33,11.918618923750058,,2013411,4.733237393144697e-33
["CHOL"],"TAP2","6",32789610,32806516,5.2084800420271844e-33,5.2084800420271844e-33,11.910643986160682,,1966400,5.2084800420271734e-33
["CHOL"],"LY6G6F","6",31674643,31678456,5.461586652434561e-33,5.461586652434561e-33,11.906686908664783,,1674108,5.461586652434552e-33
["CHOL"],"TM4SF5","17",4675179,4686508,7.971859043549426e-33,7.971859043549426e-33,11.875103200600046,,2017473,7.971859043549384e-33
["CHOL"],"GIGYF1","7",100277130,100291873,8.216994034716356e-33,8.216994034716356e-33,11.872570208811734,,1728139,8.216994034716324e-33
["CHOL"],"REPS1","6",139224630,139309398,1.2251604067388716e-32,1.2251604067388716e-32,11.839112509885236,,2037038,1.2251604067388768e-32
["CHOL"],"ZNF513","2",27600102,27603657,1.2546266044077538e-32,1.2546266044077538e-32,11.837118937447283,,1598663,1.2546266044077546e-32
["CHOL"],"RPS11","19",49999622,50002965,1.2564588790910535e-32,1.2564588790910535e-32,11.83699651267543,,2017131,1.2564588790910537e-32
["CHOL"],"APOC2","19",45449292,45452822,1.9583480921504288e-32,1.9583480921504288e-32,11.799707690161128,,2170460,1.958348092150434e-32
